4,1833886439,Mon May 18 00:49:00 PDT 2009,NO_QUERY,illhugyou,Saturday market on Sundays make my super happy. And so does my wonderfuk boyfriend 
0,2016523250,Wed Jun 03 06:55:34 PDT 2009,NO_QUERY,CharJTF,"@techcommdood So...we can't just by the music, but have to buy everything new?  Guess we won't be getting it either)"
0,1989802148,Mon Jun 01 02:51:38 PDT 2009,NO_QUERY,xeophin,totally missed the fact that @owenpallett was playing yesterday in Düdingen 
0,1997279264,Mon Jun 01 16:34:13 PDT 2009,NO_QUERY,omfgkara,"whenever I'm happy, it gets ruined "
0,2240381574,Fri Jun 19 09:40:42 PDT 2009,NO_QUERY,pricousins,@leslieveg I'm disappointed in you. You read my blog! I announce winnings there regularly!  
0,1983213954,Sun May 31 12:43:31 PDT 2009,NO_QUERY,loz_webb,@Cobie1982 ouchh mann . Lol yer i guess 
0,1965332516,Fri May 29 15:44:02 PDT 2009,NO_QUERY,Heartnet13,Finally got a date for the bonfire tonight. Kinda last option but whatever. None of the chicks I wanted to go with never texted me back 
0,2189062921,Mon Jun 15 23:09:28 PDT 2009,NO_QUERY,alterune,@spam I would DM you that last tweet but you're not following me for some reason 
0,2262255965,Sat Jun 20 22:10:01 PDT 2009,NO_QUERY,bnholland23,i miss my @gracie_mandy 
0,2260585271,Sat Jun 20 19:27:21 PDT 2009,NO_QUERY,Miss_LeAnn,@DatDudeSuccess that aint funny! That's sad  lol
4,1556648834,Sat Apr 18 23:42:59 PDT 2009,NO_QUERY,xlanochka,Just got home. Tonight was amazing. =D I should hang out with cute boys more often&lt;3 srsly.  Night!
0,2179075903,Mon Jun 15 08:36:36 PDT 2009,NO_QUERY,tamipants,@machroi Sad.    No wonder there were only 3. So what were John Cleese and Rowan Atkinson's excuses for Fawlty Towers &amp; Blackadder short?
4,1882095565,Fri May 22 06:13:18 PDT 2009,NO_QUERY,SidSpencerFan1,Might go on the boat later!!! 
4,1759729878,Sun May 10 19:51:32 PDT 2009,NO_QUERY,Bsamyedig,"Back from Santa Monica+Beach for mothers day! I ate SO much sushi hahaha, I'm gonna explodeeee! New songs+video up myspace.com/wakeupca "
0,2050243832,Fri Jun 05 18:19:31 PDT 2009,NO_QUERY,CandissCandi,What I miss y'all lol....clearly no trouble to get into 
0,1835773671,Mon May 18 06:43:18 PDT 2009,NO_QUERY,KatieTassoni,i miss you 
0,1968707345,Fri May 29 22:01:43 PDT 2009,NO_QUERY,gabbylove7,now I'm crying cause the moth died in the light. 
4,1932887503,Tue May 26 22:27:28 PDT 2009,NO_QUERY,danielreardon,My good friend... Makes the nights bearable!!  http://yfrog.com/12vavsj
4,1835783637,Mon May 18 06:44:34 PDT 2009,NO_QUERY,iantalbot,@Linda_Sgoluppi Wishing you good working! Can't wait to see what you've written... 
0,1827167246,Sun May 17 10:08:07 PDT 2009,NO_QUERY,nikolasaaaaaaaa,"Late for work, again "
0,1883278461,Fri May 22 08:17:45 PDT 2009,NO_QUERY,Melde,V's last day at work today. Our company's hiring procedures are idiotic. 
0,1969713298,Sat May 30 00:57:45 PDT 2009,NO_QUERY,toughcity,ahh another call from the dirty maq.... must be friday in tofino. and nothing to smoke after work 
0,1794488005,Thu May 14 05:55:44 PDT 2009,NO_QUERY,devilsangel100,@lost_architect 3 uni assignments 
0,2259856845,Sat Jun 20 18:16:29 PDT 2009,NO_QUERY,ronnig44,Gave the dogs a bath today.  House now smells like wet dog.  
0,1933048622,Tue May 26 22:51:51 PDT 2009,NO_QUERY,j_harkness,@GCooperTW3 Sounds delectable. You lot are going to make me fat. 
0,1975637046,Sat May 30 15:34:47 PDT 2009,NO_QUERY,MisfitGemma,wants to be cuddled to sleep 
4,1694275205,Mon May 04 01:52:44 PDT 2009,NO_QUERY,Rohwedder,"@angela_lyle Okay, und was ist mit Deinem Auto? "
0,2285287754,Mon Jun 22 14:56:39 PDT 2009,NO_QUERY,beautifulcity,http://bit.ly/PJxq2   SO SAD!!    They were a great couple.
0,2177205953,Mon Jun 15 05:40:05 PDT 2009,NO_QUERY,cdurham23,"Oh crap Monday already, and no NKOTB concerts in site for me "
0,2047921122,Fri Jun 05 14:22:58 PDT 2009,NO_QUERY,soldier_sophie,"@GIANT_HOGWEED yea, in about 7/8 weeks. "
4,1565166564,Mon Apr 20 06:04:36 PDT 2009,NO_QUERY,sassysherie,"@vagueonthehow 7 hours and 6 minutes until our first flight, yay!!!! "
0,2256175198,Sat Jun 20 12:22:28 PDT 2009,NO_QUERY,JuniorLeigh,@aldynes I'm so jealous. I have no ticket 
0,1989272909,Mon Jun 01 00:57:08 PDT 2009,NO_QUERY,richardrixham,sat in man airport. need to get my miles back up to get my gold status back 
0,1957068880,Thu May 28 23:25:51 PDT 2009,NO_QUERY,GarageGlamorous,@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks 
0,2235960409,Fri Jun 19 02:30:28 PDT 2009,NO_QUERY,PeaceTamy,i so wanna go to the singapore river festival but my kaki is happily enjoying herself in HK now!!! 
0,1553826093,Sat Apr 18 15:18:55 PDT 2009,NO_QUERY,Phlegon,Finally heading to the party. Emergency vehicles just arrived at Kroger and took out a stretcher. 
0,1978236734,Sat May 30 22:47:34 PDT 2009,NO_QUERY,pinkyshabrina,The singer at the restaurant singing &quot;untitled&quot;. Please stop 
0,2015448836,Wed Jun 03 04:41:34 PDT 2009,NO_QUERY,mwicksmd,"Back to work today, but no singing for me this week "
0,2323071983,Wed Jun 24 23:51:06 PDT 2009,NO_QUERY,mileycyrus4eve,i go to germany in 2 hours 
0,1676954181,Fri May 01 23:51:15 PDT 2009,NO_QUERY,biancabarnett,my poor honey is still sick.  
0,1692642504,Sun May 03 20:26:54 PDT 2009,NO_QUERY,a_yellis,Monday is almost here.  
0,1979567950,Sun May 31 03:36:22 PDT 2009,NO_QUERY,magicbabe, my washing machine door is not opening and broken/stuck!!! if anybody knows secret art of opening the door....without breaking it.....???
0,1994646592,Mon Jun 01 12:14:38 PDT 2009,NO_QUERY,AdriannaLeServa,thinking of everyone whose loved one's were on that Air France flight to CDG airport how awful 
0,2187612029,Mon Jun 15 20:32:21 PDT 2009,NO_QUERY,RedStrength,@tiny_2010 Nope 
4,1827688694,Sun May 17 11:14:23 PDT 2009,NO_QUERY,ellejonees,@ChantaeH id go and tell him : hi nick howaa u? and hug him  did u see him?
0,2220909707,Thu Jun 18 04:16:01 PDT 2009,NO_QUERY,dinkydootwo,Is at deaths door oh roll on 7pm get me home 
0,2016239801,Wed Jun 03 06:25:40 PDT 2009,NO_QUERY,CFJamesAllen,"Man, regex and mod_rewrite..  Can anyone help me. I want to take a match and replace dots with pipes - |"
